,location,total_sqft,bath,price,bhk
3336,Mallasandra,1665.0,3.0,95.0,3
3337,Mallasandra,1665.0,3.0,86.58,3
3338,Mallasandra,1340.0,2.0,61.0,2
3339,Mallasandra,1325.0,2.0,70.0,2
3340,Mallasandra,1665.0,3.0,86.91,3
3341,Mallasandra,1325.0,2.0,70.0,2
3342,Mallasandra,1325.0,2.0,65.0,2
3343,Mallasandra,1325.0,2.0,73.0,2
3344,Mallasandra,1565.0,2.0,69.0,2
3345,Mallasandra,1524.0,2.0,72.0,3
3346,Malleshpalya,1140.0,2.0,46.5,2
3347,Malleshpalya,1225.0,2.0,46.86,2
3348,Malleshpalya,1785.0,3.0,75.0,3
3349,Malleshpalya,1052.0,2.0,50.0,2
3350,Malleshpalya,1065.0,2.0,50.0,2
3351,Malleshpalya,1210.0,2.0,55.0,2
3352,Malleshpalya,1900.0,3.0,60.0,3
3353,Malleshpalya,1060.0,2.0,40.0,2
3354,Malleshpalya,1245.0,2.0,55.0,2
3355,Malleshpalya,1200.0,2.0,46.0,2
3356,Malleshpalya,1225.0,2.0,52.0,2
3357,Malleshwaram,705.0,1.0,67.0,1
3358,Malleshwaram,12000.0,7.0,2200.0,7
3359,Malleshwaram,2500.0,5.0,325.0,4
3360,Malleshwaram,2006.0,3.0,297.0,3
3361,Malleshwaram,686.0,1.0,62.5,1
3362,Malleshwaram,2475.0,4.0,332.0,3
3363,Malleshwaram,2610.0,3.0,399.0,3
3364,Malleshwaram,2475.0,4.0,320.0,3
3365,Malleshwaram,1420.0,2.0,158.0,2
3366,Malleshwaram,2000.0,3.0,250.0,3
3367,Malleshwaram,2215.0,3.0,275.0,3
3368,Malleshwaram,1600.0,3.0,160.0,3
3369,Malleshwaram,2475.0,4.0,300.0,3
3370,Malleshwaram,2345.0,2.0,293.0,3
3371,Malleshwaram,2600.0,3.0,237.0,3
3372,Malleshwaram,2215.0,4.0,310.0,3
3373,Malleshwaram,1290.0,2.0,120.0,2
3374,Malleshwaram,2475.0,4.0,326.0,3
3375,Malleshwaram,2476.0,3.0,337.0,3
3376,Malleshwaram,2250.0,3.0,200.0,3
3377,Malleshwaram,2050.0,4.0,270.0,3
3378,Malleshwaram,620.0,1.0,86.8,1
3379,Malleshwaram,2475.0,4.0,337.0,3
3380,Malleshwaram,2215.0,3.0,275.0,3
3381,Malleshwaram,2215.0,3.0,330.0,3
3382,Malleshwaram,2800.0,4.0,252.0,4
3383,Malleshwaram,2200.0,3.0,275.0,3
3384,Malleshwaram,2475.0,4.0,326.0,3
3385,Malleshwaram,1500.0,2.0,140.0,2
3386,Malleshwaram,2475.0,4.0,340.0,3
3387,Malleshwaram,1400.0,2.0,190.0,2
3388,Malleshwaram,2475.0,4.0,300.0,3
3389,Malleshwaram,2400.0,3.0,380.0,3
3390,Malleshwaram,1410.0,2.0,125.0,2
3391,Malleshwaram,2610.0,4.0,306.0,4
3392,Marathahalli,1220.0,2.0,57.0,2
3393,Marathahalli,1200.0,2.0,52.0,2
3394,Marathahalli,1200.0,2.0,60.0,2
3395,Marathahalli,1933.0,3.0,140.0,3
3396,Marathahalli,1230.0,2.0,80.0,2
3397,Marathahalli,3800.0,4.0,250.0,4
3398,Marathahalli,1019.0,2.0,49.85,2
3399,Marathahalli,1215.0,2.0,67.0,2
3400,Marathahalli,2181.0,3.0,152.0,4
3401,Marathahalli,1170.0,2.0,53.0,2
3402,Marathahalli,1019.0,2.0,49.86,2
3403,Marathahalli,1325.0,2.0,71.55,2
3404,Marathahalli,1220.0,2.0,56.5,2
3405,Marathahalli,1575.0,3.0,78.0,3
3406,Marathahalli,1152.0,2.0,56.0,2
3407,Marathahalli,1610.0,3.0,90.0,3
3408,Marathahalli,1146.0,2.0,70.0,2
3409,Marathahalli,4000.0,5.0,212.0,4
3410,Marathahalli,1530.0,3.0,74.5,3
3411,Marathahalli,1840.0,3.0,98.0,3
3412,Marathahalli,3951.0,4.0,220.0,4
3413,Marathahalli,2519.0,5.0,185.0,4
3414,Marathahalli,1583.0,3.0,105.0,3
3415,Marathahalli,2524.0,5.0,190.0,4
3416,Marathahalli,4000.0,5.0,212.0,4
3417,Marathahalli,1535.0,3.0,72.5,3
3418,Marathahalli,1071.0,2.0,52.25,2
3419,Marathahalli,1215.0,2.0,58.86,2
3420,Marathahalli,1102.0,2.0,53.67,2
3421,Marathahalli,1900.0,3.0,123.0,3
3422,Marathahalli,1045.0,2.0,60.0,2
3423,Marathahalli,1215.0,2.0,58.86,2
3424,Marathahalli,1365.0,2.0,73.0,2
3425,Marathahalli,3800.0,4.0,205.0,4
3426,Marathahalli,3895.0,4.0,220.0,4
3427,Marathahalli,1785.0,3.0,94.0,3
3428,Marathahalli,4000.0,4.0,220.0,4
3429,Marathahalli,1208.0,2.0,70.0,2
3430,Marathahalli,1325.0,1.0,92.0,2
3431,Marathahalli,1525.0,3.0,90.0,3
3432,Marathahalli,1937.0,3.0,140.0,3
3433,Marathahalli,1550.0,3.0,83.0,3
3434,Marathahalli,1350.0,2.0,86.0,2
3435,Marathahalli,4000.0,4.0,220.0,4
3436,Marathahalli,1230.0,2.0,57.0,2
3437,Marathahalli,1200.0,2.0,58.0,2
3438,Marathahalli,1650.0,3.0,86.45,3
3439,Marathahalli,607.0,1.0,35.0,1
3440,Marathahalli,1583.0,3.0,109.0,3
3441,Marathahalli,1075.0,2.0,52.43,2
3442,Marathahalli,1360.0,2.0,103.0,2
3443,Marathahalli,1220.0,2.0,58.5,2
3444,Marathahalli,615.0,1.0,44.0,1
3445,Marathahalli,1595.0,3.0,90.0,3
3446,Marathahalli,1350.0,2.0,89.0,2
3447,Marathahalli,1020.0,2.0,57.0,2
3448,Marathahalli,1600.0,3.0,88.0,2
3449,Marathahalli,780.0,1.0,55.0,1
3450,Marathahalli,1710.0,3.0,100.0,3
3451,Marathahalli,1530.0,3.0,73.5,3
3452,Marathahalli,1358.0,2.0,81.0,2
3453,Marathahalli,1205.0,2.0,75.0,2
3454,Marathahalli,1730.0,3.0,110.0,3
3455,Marathahalli,1583.0,3.0,115.0,3
3456,Marathahalli,1200.0,2.0,67.0,2
3457,Marathahalli,1095.0,2.0,60.0,2
3458,Marathahalli,1060.0,2.0,48.0,2
3459,Marathahalli,1050.0,2.0,65.0,2
3460,Marathahalli,1102.0,2.0,53.67,2
3461,Marathahalli,1026.0,2.0,49.95,2
3462,Marathahalli,3940.0,4.0,220.0,4
3463,Marathahalli,1220.0,2.0,59.0,2
3464,Marathahalli,1710.0,3.0,100.0,3
3465,Marathahalli,1680.0,3.0,105.0,3
3466,Marathahalli,1910.0,3.0,119.0,3
3467,Marathahalli,1602.0,2.0,104.0,2
3468,Marathahalli,700.0,1.0,38.0,1
3469,Marathahalli,1690.0,3.0,116.0,3
3470,Marathahalli,1065.0,2.0,55.0,2
3471,Marathahalli,1693.0,3.0,125.0,3
3472,Marathahalli,1693.0,3.0,125.0,3
3473,Marathahalli,1196.0,2.0,57.9,2
3474,Marathahalli,1595.0,3.0,88.0,3
3475,Marathahalli,2122.0,3.0,125.0,3
3476,Marathahalli,1730.0,3.0,115.0,3
3477,Marathahalli,4000.0,4.0,200.0,4
3478,Marathahalli,1125.0,2.0,55.0,2
3479,Marathahalli,1950.0,3.0,115.0,3
3480,Marathahalli,1250.0,2.0,68.0,2
3481,Marathahalli,1125.0,2.0,56.8,2
3482,Marathahalli,1350.0,2.0,90.0,2
3483,Marathahalli,1200.0,2.0,53.0,2
3484,Marathahalli,2500.0,5.0,175.0,4
3485,Marathahalli,3855.0,4.0,220.0,4
3486,Marathahalli,1605.0,3.0,76.0,3
3487,Marathahalli,1350.0,2.0,60.0,2
3488,Marathahalli,3400.0,4.0,235.0,4
3489,Marathahalli,1350.0,2.0,99.0,2
3490,Marathahalli,2500.0,5.0,181.0,4
3491,Marathahalli,3800.0,4.0,235.0,4
3492,Marathahalli,3951.0,4.0,230.0,4
3493,Marathahalli,1125.0,2.0,54.8,2
3494,Marathahalli,1700.0,3.0,126.0,3
3495,Marathahalli,1270.0,2.0,73.0,2
3496,Marathahalli,1530.0,3.0,71.0,3
3497,Marathahalli,1550.0,3.0,85.0,3
3498,Marathahalli,1019.0,2.0,49.86,2
3499,Marathahalli,1144.0,2.0,65.0,2
3500,Marathahalli,1240.0,2.0,55.0,2
3501,Marathahalli,1100.0,2.0,75.0,1
3502,Marathahalli,1156.0,2.0,52.0,2
3503,Marathahalli,2524.0,5.0,180.0,4
3504,Marathahalli,1135.0,2.0,60.0,2
3505,Marathahalli,1839.0,3.0,130.0,3
3506,Marathahalli,1170.0,2.0,85.0,2
3507,Marathahalli,1102.0,2.0,53.67,2
3508,Marathahalli,1360.0,2.0,101.0,2
3509,Marathahalli,1026.0,2.0,50.18,2
3510,Marathahalli,1800.0,3.0,95.0,3
3511,Marathahalli,1650.0,3.0,85.0,3
3512,Marathahalli,1270.0,2.0,80.0,2
3513,Marathahalli,1100.0,2.0,50.0,2
3514,Marathahalli,1196.0,2.0,57.95,2
3515,Marathahalli,1146.0,2.0,69.0,2
3516,Margondanahalli,1090.0,2.0,58.0,2
3517,Margondanahalli,1200.0,2.0,58.5,2
3518,Margondanahalli,1200.0,2.0,67.0,2
3519,Margondanahalli,1000.0,2.0,57.0,2
3520,Margondanahalli,1625.0,3.0,80.0,3
3521,Margondanahalli,1200.0,2.0,69.0,2
3522,Margondanahalli,1140.0,2.0,60.0,2
3523,Margondanahalli,1100.0,2.0,55.0,2
3524,Margondanahalli,1152.0,1.0,66.0,2
3525,Margondanahalli,1200.0,2.0,65.0,2
3526,Margondanahalli,1050.0,2.0,58.0,2
3527,Margondanahalli,1160.0,2.0,65.0,2
3528,Margondanahalli,1334.0,2.0,67.76,2
3529,Mico Layout,5000.0,9.0,210.0,9
3530,Mico Layout,1550.0,2.0,65.0,3
3531,Mico Layout,1125.0,2.0,40.0,2
3532,Mico Layout,1190.0,2.0,39.25,2
3533,Mico Layout,800.0,1.0,29.5,1
3534,Mico Layout,1171.0,2.0,39.0,2
3535,Mico Layout,1200.0,2.0,53.5,2
3536,Mico Layout,1670.0,3.0,59.0,3
3537,Mico Layout,1140.0,2.0,43.0,2
3538,Munnekollal,1170.0,2.0,52.0,2
3539,Munnekollal,1102.0,2.0,53.67,2
3540,Munnekollal,1200.0,2.0,49.5,2
3541,Munnekollal,1560.0,3.0,75.0,3
3542,Munnekollal,1750.0,3.0,86.5,3
3543,Munnekollal,1080.0,2.0,45.0,2
3544,Munnekollal,1170.0,2.0,59.0,2
3545,Munnekollal,1800.0,3.0,65.0,3
3546,Munnekollal,1540.0,2.0,70.0,3
3547,Munnekollal,1030.0,2.0,50.36,2
3548,Murugeshpalya,1296.0,2.0,81.0,2
3549,Murugeshpalya,1550.0,3.0,74.0,3
3550,Murugeshpalya,1845.0,3.0,91.0,3
3551,Murugeshpalya,1185.0,2.0,85.0,2
3552,Murugeshpalya,1600.0,2.0,65.0,3
3553,Murugeshpalya,1500.0,2.0,70.0,3
3554,Murugeshpalya,1855.0,3.0,96.0,3
3555,Murugeshpalya,1175.0,2.0,75.0,2
3556,Mysore Road,1175.0,2.0,73.5,2
3557,Mysore Road,1710.0,4.0,91.31,3
3558,Mysore Road,1020.0,2.0,48.95,2
3559,Mysore Road,1175.0,2.0,73.5,2
3560,Mysore Road,1070.0,2.0,45.0,2
3561,Mysore Road,1239.0,2.0,53.0,2
3562,Mysore Road,1060.0,2.0,62.0,2
3563,Mysore Road,1525.0,3.0,96.0,3
3564,Mysore Road,1200.0,2.0,65.0,2
3565,Mysore Road,1070.0,2.0,49.65,2
3566,Mysore Road,1155.0,2.0,51.0,2
3567,Mysore Road,1003.0,2.0,43.0,2
3568,Mysore Road,1237.0,2.0,73.0,2
3569,Mysore Road,1170.0,2.0,65.0,2
3570,Mysore Road,1029.5,2.0,50.855,2
3571,Mysore Road,1500.0,3.0,74.0,3
3572,Mysore Road,1020.0,2.0,48.95,2
3573,Mysore Road,1568.0,2.0,100.0,3
3574,Mysore Road,1560.0,2.0,83.3,3
3575,Mysore Road,1175.0,2.0,70.5,2
3576,Mysore Road,1500.0,3.0,70.0,3
3577,NGR Layout,1020.0,2.0,45.9,2
3578,NGR Layout,1105.0,2.0,49.73,2
3579,NGR Layout,1022.0,2.0,45.9,2
3580,NGR Layout,1020.0,2.0,45.0,2
3581,NGR Layout,1019.0,2.0,45.9,2
3582,NGR Layout,1020.0,2.0,46.0,2
3583,NGR Layout,1021.0,2.0,46.0,2
3584,NGR Layout,1021.0,2.0,45.9,2
3585,NRI Layout,1565.0,2.0,75.0,3
3586,NRI Layout,2500.0,5.0,130.0,5
3587,NRI Layout,1125.0,2.0,45.56,2
3588,NRI Layout,2150.0,4.0,115.0,4
3589,NRI Layout,1250.0,2.0,75.0,2
3590,NRI Layout,1789.0,3.0,75.0,3
3591,NRI Layout,1731.0,3.0,64.11,3
3592,NRI Layout,2400.0,2.0,125.0,2
3593,NRI Layout,2700.0,5.0,95.75,4
3594,Nagarbhavi,1630.0,2.0,98.0,3
3595,Nagarbhavi,1523.0,2.0,53.4,3
3596,Nagarbhavi,2400.0,3.0,160.0,3
3597,Nagarbhavi,884.0,2.0,36.0,1
3598,Nagarbhavi,1055.0,2.0,55.0,2
3599,Nagarbhavi,1223.0,2.0,60.0,2
3600,Nagarbhavi,1560.0,3.0,66.0,3
3601,Nagarbhavi,1515.0,2.0,79.0,3
3602,Nagarbhavi,1145.0,2.0,40.0,2
3603,Nagarbhavi,710.0,2.0,40.0,1
3604,Nagarbhavi,1850.0,3.0,88.0,3
3605,Nagarbhavi,1212.0,2.0,50.0,2
3606,Nagarbhavi,1020.0,2.0,55.0,2
3607,Nagarbhavi,1850.0,3.0,90.0,3
3608,Nagarbhavi,1120.0,2.0,53.0,2
3609,Nagarbhavi,1850.0,2.0,88.0,3
3610,Nagarbhavi,1146.0,2.0,50.0,2
3611,Nagarbhavi,1850.0,2.0,89.0,3
3612,Nagarbhavi,1190.0,2.0,63.0,2
3613,Nagarbhavi,1523.0,2.0,56.0,3
3614,Nagarbhavi,1050.0,2.0,80.0,2
3615,Nagarbhavi,2500.0,3.0,180.0,5
3616,Nagarbhavi,1635.0,3.0,85.0,3
3617,Nagarbhavi,2200.0,2.0,99.0,3
3618,Nagarbhavi,1100.0,2.0,46.2,2
3619,Nagarbhavi,1080.0,2.0,49.0,2
3620,Nagarbhavi,1225.0,2.0,58.0,2
3621,Nagasandra,2400.0,4.0,145.0,4
3622,Nagasandra,1650.0,3.0,95.0,3
3623,Nagasandra,1500.0,2.0,91.0,2
3624,Nagavara,2172.65,3.0,120.0,4
3625,Nagavara,1545.0,2.0,58.0,3
3626,Nagavara,2319.0,3.0,180.0,3
3627,Nagavara,2430.0,4.0,180.0,3
3628,Nagavara,1125.0,2.0,44.5,2
3629,Nagavara,1315.0,2.0,70.0,2
3630,Nagavara,1077.0,2.0,50.0,2
3631,Nagavara,2496.0,4.0,125.0,4
3632,Nagavara,1110.0,2.0,44.95,2
3633,Nagavara,1247.0,2.0,58.56,2
3634,Nagavarapalya,1392.0,2.0,99.0,2
3635,Nagavarapalya,705.0,1.0,52.5,1
3636,Nagavarapalya,705.0,1.0,57.0,1
3637,Nagavarapalya,705.0,1.0,55.0,1
3638,Nagavarapalya,705.0,1.0,57.0,1
3639,Nagavarapalya,1335.0,2.0,110.0,2
3640,Nagavarapalya,1260.0,2.0,85.5,2
3641,Narayanapura,1308.0,2.0,89.04,2
3642,Narayanapura,1566.0,3.0,83.3,3
3643,Narayanapura,1302.0,2.0,69.1,2
3644,Narayanapura,1308.0,2.0,89.04,2
3645,Narayanapura,2357.0,3.0,135.0,3
3646,Narayanapura,2357.0,3.0,135.0,3
3647,Narayanapura,1469.0,2.0,99.14,2
3648,Neeladri Nagar,1053.0,2.0,45.0,2
3649,Neeladri Nagar,1363.0,2.0,68.0,2
3650,Neeladri Nagar,2556.0,3.0,133.0,3
3651,Neeladri Nagar,674.0,1.0,21.0,1
3652,Neeladri Nagar,527.0,1.0,26.0,1
3653,Neeladri Nagar,1060.0,2.0,35.0,2
3654,Neeladri Nagar,640.0,1.0,20.5,1
3655,Neeladri Nagar,1105.0,2.0,30.0,2
3656,Neeladri Nagar,1100.0,2.0,30.0,2
3657,Neeladri Nagar,2111.0,3.0,103.0,3
3658,Nehru Nagar,1775.0,3.0,110.0,3
3659,Nehru Nagar,2363.0,5.0,120.0,4
3660,Nehru Nagar,2342.0,3.0,115.0,4
3661,Nehru Nagar,1674.0,3.0,90.0,3
3662,Nehru Nagar,1100.0,2.0,50.0,2
3663,Nehru Nagar,1674.0,3.0,81.0,3
3664,OMBR Layout,2420.0,3.0,185.0,3
3665,OMBR Layout,1078.0,2.0,65.0,2
3666,OMBR Layout,1101.0,2.0,65.5,2
3667,OMBR Layout,1041.0,2.0,65.5,2
3668,OMBR Layout,1300.0,2.0,80.0,2
3669,OMBR Layout,1085.0,2.0,64.0,2
3670,OMBR Layout,1855.0,3.0,145.0,3
3671,OMBR Layout,1050.0,2.0,48.0,2
3672,OMBR Layout,1730.0,3.0,93.0,3
3673,OMBR Layout,1165.0,2.0,88.5,2
3674,OMBR Layout,1101.0,2.0,66.0,2
3675,OMBR Layout,3400.0,4.0,275.0,4
3676,OMBR Layout,1580.0,3.0,75.0,3
3677,Old Airport Road,2732.0,4.0,204.0,4
3678,Old Airport Road,1875.0,2.0,110.0,3
3679,Old Airport Road,3356.0,4.0,251.0,4
3680,Old Airport Road,1206.0,2.0,75.0,2
3681,Old Airport Road,2774.0,4.0,207.0,4
3682,Old Airport Road,2690.0,4.0,191.0,4
3683,Old Airport Road,2690.0,4.0,199.0,4
3684,Old Airport Road,1655.0,2.0,97.65,2
3685,Old Airport Road,1075.0,2.0,60.0,2
3686,Old Airport Road,1858.0,2.0,167.0,3
3687,Old Airport Road,1150.0,2.0,90.0,2
3688,Old Airport Road,2690.0,4.0,191.0,4
3689,Old Airport Road,2658.0,5.0,187.0,4
3690,Old Airport Road,2774.0,4.0,208.0,4
3691,Old Airport Road,2774.0,4.0,208.0,4
3692,Old Airport Road,3200.0,4.0,280.0,4
3693,Old Airport Road,2690.0,4.0,201.0,4
3694,Old Airport Road,1145.0,2.0,75.0,2
3695,Old Airport Road,2732.0,4.0,194.0,4
3696,Old Airport Road,2658.0,5.0,189.0,4
3697,Old Airport Road,2774.0,4.0,197.0,4
3698,Old Airport Road,2392.0,3.0,249.0,3
3699,Old Airport Road,3496.0,4.0,262.0,4
3700,Old Airport Road,2774.0,4.0,197.0,4
3701,Old Airport Road,2732.0,4.0,204.0,4
3702,Old Airport Road,1798.0,3.0,150.0,3
3703,Old Airport Road,2774.0,4.0,208.0,4
3704,Old Airport Road,1184.0,2.0,78.0,2
3705,Old Airport Road,3504.0,4.0,262.0,4
3706,Old Airport Road,1055.0,2.0,75.0,2
3707,Old Madras Road,3715.0,6.0,224.5,4
3708,Old Madras Road,3630.0,6.0,195.0,4
3709,Old Madras Road,3715.0,6.0,200.5,4
3710,Old Madras Road,1720.0,3.0,100.0,3
3711,Old Madras Road,1200.0,2.0,72.0,2
3712,Old Madras Road,1100.0,2.0,70.0,2
3713,Old Madras Road,2760.0,5.0,157.0,3
3714,Old Madras Road,1171.0,2.0,75.0,2
3715,Old Madras Road,4500.0,7.0,294.0,5
3716,Old Madras Road,2640.0,5.0,142.0,3
3717,Old Madras Road,2010.0,3.0,125.0,4
3718,Old Madras Road,2010.0,3.0,115.0,4
3719,Old Madras Road,2990.0,5.0,210.0,3
3720,Old Madras Road,1210.0,2.0,74.0,2
3721,Old Madras Road,1171.0,2.0,72.0,2
3722,Old Madras Road,3630.0,6.0,196.0,4
3723,Old Madras Road,1210.0,2.0,80.0,2
3724,Old Madras Road,1859.0,3.0,121.0,3
3725,Old Madras Road,2990.0,5.0,173.0,3
3726,Old Madras Road,1299.0,2.0,95.0,2
3727,Old Madras Road,4000.0,4.0,225.0,4
3728,Old Madras Road,2300.0,3.0,142.0,3
3729,Old Madras Road,3630.0,6.0,207.0,4
3730,Old Madras Road,1210.0,2.0,80.0,2
3731,Old Madras Road,1210.0,2.0,77.0,2
3732,Old Madras Road,5020.0,7.0,287.0,5
3733,Old Madras Road,3715.0,6.0,212.5,4
3734,Old Madras Road,1330.0,2.0,74.0,2
3735,Old Madras Road,1720.0,3.0,106.0,3
3736,Old Madras Road,2640.0,5.0,150.0,3
3737,Old Madras Road,2990.0,3.0,170.0,3
3738,Old Madras Road,1530.0,3.0,76.34,3
3739,Old Madras Road,1171.0,2.0,73.0,2
3740,Old Madras Road,1630.0,3.0,110.0,3
3741,Old Madras Road,2640.0,2.0,170.0,2
3742,Padmanabhanagar,1020.0,2.0,63.0,2
3743,Padmanabhanagar,1176.0,2.0,62.0,2
3744,Padmanabhanagar,1258.0,2.0,115.0,2
3745,Padmanabhanagar,1708.0,2.0,90.5,3
3746,Padmanabhanagar,1100.0,2.0,65.0,2
3747,Padmanabhanagar,3400.0,3.0,210.0,4
3748,Padmanabhanagar,1531.0,2.0,75.0,3
3749,Padmanabhanagar,4500.0,4.0,360.0,3
3750,Padmanabhanagar,1200.0,2.0,60.0,2
3751,Padmanabhanagar,1710.0,2.0,90.63,3
3752,Padmanabhanagar,1000.0,1.0,90.0,2
3753,Padmanabhanagar,1067.0,2.0,52.0,2
3754,Padmanabhanagar,1100.0,2.0,60.0,2
3755,Padmanabhanagar,2051.0,3.0,180.0,3
3756,Padmanabhanagar,2051.0,3.0,170.0,3
3757,Pai Layout,1006.0,2.0,35.0,2
3758,Pai Layout,1550.0,2.0,90.0,3
3759,Pai Layout,1050.0,2.0,40.0,2
3760,Pai Layout,1100.0,2.0,50.0,2
3761,Pai Layout,1255.0,2.0,80.0,2
3762,Pai Layout,1075.0,2.0,35.0,2
3763,Pai Layout,1400.0,2.0,57.5,2
3764,Pai Layout,1175.0,2.0,60.0,2
3765,Pai Layout,1000.0,2.0,34.0,2
3766,Pai Layout,1000.0,2.0,42.0,2
3767,Pai Layout,3800.0,6.0,175.0,6
3768,Pai Layout,1068.0,2.0,48.0,2
3769,Pai Layout,1510.0,2.0,65.0,3
3770,Pai Layout,1500.0,2.0,58.0,3
3771,Pai Layout,1600.0,2.0,65.0,3
3772,Panathur,1359.0,2.0,87.0,2
3773,Panathur,1438.0,2.0,100.0,2
3774,Panathur,1688.0,3.0,118.0,3
3775,Panathur,1695.0,3.0,90.0,3
3776,Panathur,1198.0,2.0,77.0,2
3777,Panathur,1180.0,2.0,70.0,2
3778,Panathur,1546.0,3.0,99.0,3
3779,Panathur,1195.0,2.0,84.0,2
3780,Panathur,1000.0,2.0,65.3,2
3781,Panathur,1109.0,2.0,63.0,2
3782,Panathur,1000.0,2.0,68.0,2
3783,Panathur,1199.0,2.0,85.0,2
3784,Panathur,1255.0,2.0,79.0,2
3785,Panathur,1205.0,2.0,62.9,2
3786,Panathur,1210.0,2.0,85.0,2
3787,Panathur,1198.0,2.0,82.0,2
3788,Panathur,1235.0,2.0,65.0,2
3789,Panathur,1210.0,2.0,80.0,2
3790,Panathur,1199.0,2.0,85.0,2
3791,Panathur,1210.0,2.0,77.0,2
3792,Panathur,1199.0,2.0,85.0,2
3793,Panathur,661.0,1.0,40.0,1
3794,Panathur,1713.0,3.0,120.0,3
3795,Panathur,1210.0,2.0,78.0,2
3796,Panathur,1050.0,2.0,60.0,2
3797,Panathur,1398.0,2.0,97.0,2
3798,Panathur,1065.0,2.0,58.0,2
3799,Panathur,1007.0,2.0,64.0,2
3800,Panathur,1210.0,2.0,77.93,2
3801,Panathur,1230.0,2.0,80.0,2
3802,Panathur,1075.0,2.0,60.0,2
3803,Panathur,1210.0,2.0,69.0,2
3804,Panathur,1343.0,2.0,76.0,2
3805,Parappana Agrahara,1194.0,2.0,47.0,2
3806,Parappana Agrahara,1194.0,2.0,47.0,2
3807,Parappana Agrahara,1194.0,2.0,46.0,2
3808,Parappana Agrahara,1194.0,2.0,47.0,2
3809,Parappana Agrahara,1194.0,2.0,46.0,2
3810,Parappana Agrahara,1194.0,2.0,47.0,2
3811,Parappana Agrahara,1194.0,2.0,47.0,2
3812,Parappana Agrahara,1092.0,2.0,43.0,2
3813,Parappana Agrahara,1194.0,2.0,46.0,2
3814,Parappana Agrahara,1194.0,2.0,47.0,2
3815,Parappana Agrahara,1194.0,2.0,47.0,2
3816,Parappana Agrahara,1194.0,2.0,46.0,2
3817,Parappana Agrahara,1194.0,2.0,46.0,2
3818,Pattandur Agrahara,1550.0,2.0,80.0,3
3819,Pattandur Agrahara,1247.0,2.0,59.8,2
3820,Pattandur Agrahara,1302.0,2.0,66.0,2
3821,Pattandur Agrahara,1550.0,2.0,80.0,3
3822,Pattandur Agrahara,1247.0,2.0,62.35,2
3823,Pattandur Agrahara,1350.0,2.0,68.0,2
3824,Prithvi Layout,2028.0,4.0,162.0,4
3825,Prithvi Layout,1352.0,2.0,87.5,2
3826,Prithvi Layout,1190.0,2.0,68.0,2
3827,Prithvi Layout,1352.0,2.0,85.0,2
3828,Prithvi Layout,1352.0,2.0,75.0,2
3829,Prithvi Layout,1352.0,3.0,93.0,2
3830,Prithvi Layout,2273.0,4.0,192.0,3
3831,Prithvi Layout,1352.0,2.0,72.0,2
3832,Prithvi Layout,2100.0,3.0,125.0,3
3833,R.T. Nagar,1200.0,2.0,120.0,2
3834,R.T. Nagar,1560.0,3.0,85.0,3
3835,R.T. Nagar,1040.0,2.0,46.0,2
3836,R.T. Nagar,1200.0,2.0,45.0,2
3837,R.T. Nagar,1235.0,2.0,65.0,2
3838,R.T. Nagar,1560.0,3.0,125.0,3
3839,R.T. Nagar,1200.0,2.0,60.0,2
3840,R.T. Nagar,1680.0,3.0,72.0,3
3841,R.T. Nagar,1100.0,3.0,125.0,2
3842,R.T. Nagar,1150.0,2.0,72.0,2
3843,R.T. Nagar,1080.0,2.0,48.0,2
3844,R.T. Nagar,1325.0,2.0,52.0,2
3845,R.T. Nagar,1500.0,2.0,70.0,3
3846,R.T. Nagar,1100.0,2.0,85.0,2
3847,R.T. Nagar,1667.0,3.0,130.0,3
3848,Rachenahalli,1050.0,2.0,52.07,2
3849,Rachenahalli,1530.0,2.0,74.5,3
3850,Rachenahalli,1050.0,2.0,55.5,2
3851,Rachenahalli,1530.0,2.0,74.4,3
3852,Rachenahalli,1050.0,2.0,53.5,2
3853,Rachenahalli,1530.0,2.0,74.39,3
3854,Rachenahalli,1220.0,2.0,59.5,2
3855,Rachenahalli,1050.0,2.0,52.5,2
3856,Rachenahalli,1550.0,3.0,73.5,3
3857,Rachenahalli,2721.0,3.0,113.0,3
3858,Rachenahalli,1050.0,2.0,52.1,2
3859,Rachenahalli,1050.0,2.0,53.5,2
3860,Rachenahalli,1113.0,2.0,55.0,2
3861,Rachenahalli,3657.0,5.0,220.0,4
3862,Rachenahalli,1550.0,3.0,74.5,3
3863,Rachenahalli,1530.0,2.0,74.4,3
3864,Rachenahalli,1530.0,2.0,74.5,3
3865,Rachenahalli,680.0,1.0,32.64,1
3866,Rachenahalli,1050.0,2.0,52.5,2
3867,Rachenahalli,1550.0,3.0,72.5,3
3868,Rachenahalli,1530.0,2.0,74.4,3
3869,Rachenahalli,690.0,1.0,39.8,1
3870,Rachenahalli,1200.0,2.0,50.0,2
3871,Rachenahalli,1050.0,2.0,47.25,2
3872,Rachenahalli,1050.0,2.0,55.5,2
3873,Rachenahalli,1050.0,2.0,52.5,2
3874,Rachenahalli,1050.0,2.0,52.08,2
3875,Rachenahalli,1550.0,3.0,72.5,3
3876,Rachenahalli,1050.0,2.0,52.07,2
3877,Rachenahalli,1530.0,2.0,74.4,3
3878,Rachenahalli,1050.0,2.0,52.08,2
3879,Rachenahalli,1856.0,3.0,106.0,3
3880,Rachenahalli,1050.0,2.0,52.5,2
